accuracy,mean_iou,loss,val_accuracy,val_mean_iou,val_loss
0.5093854069709778,0.19295400381088257,1.665401577949524,0.5505319833755493,0.24533459544181824,1.349353551864624
0.6512575149536133,0.32207006216049194,1.0587612390518188,0.562183678150177,0.2640242576599121,1.418637990951538
0.6765212416648865,0.34760063886642456,0.97992342710495,0.5837717056274414,0.26638874411582947,1.3051156997680664
0.6917598843574524,0.35992223024368286,0.9370264410972595,0.5902306437492371,0.28080758452415466,1.4840620756149292
0.7033259272575378,0.3729948103427887,0.8971138596534729,0.5679805874824524,0.25639334321022034,1.4453169107437134
0.7048977613449097,0.37042489647865295,0.9004712700843811,0.6183297038078308,0.29476433992385864,1.2649770975112915
0.7156042456626892,0.3820599913597107,0.8601796627044678,0.6183700561523438,0.3035765290260315,1.2742289304733276
0.7259478569030762,0.3944019675254822,0.8263792395591736,0.6212056875228882,0.31131303310394287,1.3671724796295166
0.7333269119262695,0.40513619780540466,0.8027991652488708,0.6274542212486267,0.31696969270706177,1.4085361957550049
0.7389567494392395,0.4090695381164551,0.7823189496994019,0.6058987379074097,0.2879219055175781,1.4302585124969482
